"species","continent","country","adm1","adm2","locality","lat","lon","coordUncertaintyM","alt","institution","collection","catalogNumber","basisOfRecord","collector","earliestDateCollected","latestDateCollected","gbifNotes","downloadDate","maxElevationM","minElevationM","maxDepthM","minDepthM","ISO2","cloc"
"Alnus incana","North America","United States","Connecticut","Litchfield County","Woodbury",41.5614,-73.2072,NA,NA,"YPM","BOT","YPM CBS 023555","specimen","H. S. Clark","1908-08-25","1908-08-25","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Woodbury, Connecticut, Litchfield County, United States, North America"
"Alnus incana","North America","United States","Connecticut","New Haven County","Waterbury",41.5583,-73.036,NA,NA,"YPM","BOT","YPM CBS 023552","specimen","A. E. Blewitt","1908-09-10","1908-09-10","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Waterbury, Connecticut, New Haven County, United States, North America"
"Alnus incana","North America","United States","Connecticut","Litchfield County","Woodbury",41.5614,-73.2072,NA,NA,"YPM","BOT","YPM CBS 023554","specimen","H. S. Clark","1908-08-25","1908-08-25","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Woodbury, Connecticut, Litchfield County, United States, North America"
"Alnus incana","North America","United States","Connecticut","Hartford County","Rocky Hill",41.6571,-72.6633,NA,NA,"YPM","BOT","YPM CBS 023559","specimen","M. F. Starmer","1894-05-05","1894-05-05","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Rocky Hill, Connecticut, Hartford County, United States, North America"
"Alnus incana","North America","United States","Connecticut","Litchfield County","Roxbury",41.554,-73.3006,NA,NA,"YPM","BOT","YPM CBS 023561","specimen","E. B. Harger","1934-04-24","1934-04-24","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Roxbury, Connecticut, Litchfield County, United States, North America"
"Alnus incana","North America","United States","Connecticut","Tolland  County","Bolton Notch",41.7331,-72.3761,NA,NA,"YPM","BOT","YPM CBS 023564","specimen","J. F. Smith","1916-08-19","1916-08-19","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Bolton Notch, Connecticut, Tolland  County, United States, North America"
"Alnus incana","North America","United States","Connecticut","Litchfield County","Warren",41.7406,-73.3449,NA,NA,"YPM","BOT","YPM CBS 023556","specimen","E. B. Harger","1919-07-14","1919-07-14","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Warren, Connecticut, Litchfield County, United States, North America"
"Alnus incana","North America","United States","Connecticut","Hartford County","Suffield",41.9945,-72.6788,NA,NA,"YPM","BOT","YPM CBS 023557","specimen","J. F. Smith","1934-04-09","1934-04-09","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Suffield, Connecticut, Hartford County, United States, North America"
"Alnus incana","North America","United States","Connecticut","Windham County","Woodstock",41.9694,-72.0221,NA,NA,"YPM","BOT","YPM CBS 023553","specimen","C. A. Weatherby","1919-07-31","1919-07-31","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Woodstock, Connecticut, Windham County, United States, North America"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Connecticut","Tolland County","Storrs",41.80833,-72.25,"20000",NA,"UConn","CONN","CONN00017305","specimen","Charles W. Neumann","1921-03-16","1921-03-16","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Storrs, Connecticut, Tolland County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Massachusetts","Essex County","Harold Parker State Forest, North Andover",42.62583,-71.08222,"20000",NA,"UConn","CONN","CONN00086085","specimen","N.H. Nickerson","1976-04-04","1976-04-04","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Harold Parker State Forest, North Andover, Massachusetts, Essex County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Connecticut","Litchfield County","Litchfield",41.78055,-73.12194,NA,331,"UConn","CONN","CONN00017304","specimen","H.S. Clark","1903-09-01","1903-09-01","Data from GBIF data index - original values.",2013-05-12,"331","331",NA,NA,"US","Litchfield, Connecticut, Litchfield County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Massachusetts","Dukes County","Martha's Vineyard",41.41666,-70.61666,NA,NA,"UConn","CONN","CONN00017258","specimen","Mackeever, Frank Clifford;","1964-08-17","1964-08-17","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Martha's Vineyard, Massachusetts, Dukes County, United States"
"Alnus incana (L.) Moench ssp. tenuifolia (Nutt.) Breitung",NA,"Canada","Nova Scotia","Digby County","Brier Island",44.26666,-66.36583,NA,NA,"UConn","CONN","CONN00017312","specimen","Leslie J. Mehrhoff","1984-08-14","1984-08-14","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"CA","Brier Island, Nova Scotia, Digby County, Canada"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Connecticut","Hartford County","Farmington River",41.90027,-72.67916,"20000",NA,"UConn","CONN","CONN00017285","specimen","Edwin H. Eames","1903-06-06","1903-06-06","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Farmington River, Connecticut, Hartford County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Connecticut","Litchfield County","Spectacle Ponds, Kent",41.72472,-73.41722,"20000",NA,"UConn","CONN","CONN00017278","specimen","G.S. Torrey","1930-07-04","1930-07-04","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Spectacle Ponds, Kent, Connecticut, Litchfield County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","New Hampshire","Coos County","Coos County",44.63333,-71.31611,NA,NA,"UConn","CONN","CONN00017319","specimen","A.W. Driggs","1948-07-27","1948-07-27","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Coos County, New Hampshire, Coos County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Massachusetts","Franklin County","Erving",42.61666,-72.41666,NA,NA,"UConn","CONN","CONN00017321","specimen","G.S. Torrey","1915-05-14","1915-05-14","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Erving, Massachusetts, Franklin County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","New Hampshire","Carroll County","Saco River, Conway",43.98138,-71.115,"20000",NA,"UConn","CONN","CONN00086087","specimen","G.E. Moore","1993-07-05","1993-07-05","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Saco River, Conway, New Hampshire, Carroll County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","New Hampshire","Strafford County","University of New Hampshire Woods, Durham",43.13388,-70.92694,"20000",NA,"UConn","CONN","CONN00017313","specimen","F.H. Wolfe","1963-03-15","1963-03-15","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","University of New Hampshire Woods, Durham, New Hampshire, Strafford County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Connecticut","New Haven County","Quonnipaug Lake",41.39138,-72.6975,"5000",NA,"UConn","CONN","CONN00017300","specimen","Leslie J. Mehrhoff","1981-04-08","1981-04-08","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Quonnipaug Lake, Connecticut, New Haven County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Connecticut","Windham County","Windham",41.71111,-72.16805,"20000",NA,"UConn","CONN","CONN00043461","specimen","K. Schmidt","1973-09-19","1973-09-19","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Windham, Connecticut, Windham County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Rhode Island","Newport County","Little Compton",41.51666,-71.16666,NA,NA,"UConn","CONN","CONN00017316","specimen","J. Franklin Collins","1926-09-01","1926-09-01","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Little Compton, Rhode Island, Newport County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Connecticut","Fairfield County","Newtown",41.41,-73.31111,"5000",121,"UConn","CONN","CONN00086038","specimen","Steven D. Glenn","1998-08-06","1998-08-06","Data from GBIF data index - original values.",2013-05-12,"121","121",NA,NA,"US","Newtown, Connecticut, Fairfield County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Connecticut","New London County","Aspinook Lake",41.58444,-71.92166,"20000",NA,"UConn","CONN","CONN00017288","specimen","R. Schmidt","1974-07-14","1974-07-14","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Aspinook Lake, Connecticut, New London County, United States"
"Alnus incana (L.) Moench ssp. tenuifolia (Nutt.) Breitung",NA,"United States","Massachusetts","Middlesex County","Lost Pond",42.44916,-71.26305,"1",NA,"UConn","CONN","CONN00086066","specimen",NA,"1940-09-13","1940-09-13","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Lost Pond, Massachusetts, Middlesex County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","New York","Onondaga County","Otisco Lake",42.90444,-76.31305,"10",NA,"UConn","CONN","CONN00053757","specimen","S.N. Cowley","1905-02-10","1905-02-10","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Otisco Lake, New York, Onondaga County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Connecticut","Tolland County","Mansfield",41.78833,-72.22944,"20000",195,"UConn","CONN","CONN00017301","specimen","G.S. Torrey","1937-06-14","1937-06-14","Data from GBIF data index - original values.",2013-05-12,"195","195",NA,NA,"US","Mansfield, Connecticut, Tolland County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Connecticut","Tolland County","Mansfield",41.78833,-72.22944,"20000",195,"UConn","CONN","CONN00017277","specimen","G.S. Torrey","1937-06-14","1937-06-14","Data from GBIF data index - original values.",2013-05-12,"195","195",NA,NA,"US","Mansfield, Connecticut, Tolland County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","New Jersey","Ocean County","Manahawkin Wildlife Management Area, Manahawkin, Stafford Township",39.68666,-74.22222,"20000",NA,"UConn","CONN","CONN00051106","specimen","Christopher T. Martine","2003-05-24","2003-05-24","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Manahawkin Wildlife Management Area, Manahawkin, Stafford Township, New Jersey, Ocean County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Vermont","Rutland County","Mount Holly",43.43916,-72.81138,NA,NA,"UConn","CONN","CONN00017328","specimen","A.W. Driggs","1915-08-09","1915-08-09","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Mount Holly, Vermont, Rutland County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Massachusetts","Worcester County","Southborough",42.3,-71.53333,"20000",NA,"UConn","CONN","CONN00143816","specimen","Burton N. Gates","1954-08-14","1954-08-14","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Southborough, Massachusetts, Worcester County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Connecticut","New Haven County","South Britain, Southbury",41.47083,-73.25194,"20000",NA,"UConn","CONN","CONN00017274","specimen","E.H. Eames & C.C. Godfrey","1905-10-01","1905-10-01","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","South Britain, Southbury, Connecticut, New Haven County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Connecticut","Tolland County","New Storrs Cemetery",41.81166,-72.25555,NA,NA,"UConn","CONN","CONN00017268","specimen","Diane Carter","1979-09-13","1979-09-13","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","New Storrs Cemetery, Connecticut, Tolland County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Vermont","Rutland County","Rutland",43.60888,-72.97972,NA,NA,"UConn","CONN","CONN00017417","specimen","W.W. Eggleston","1895-04-21","1895-04-21","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Rutland, Vermont, Rutland County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Connecticut","Fairfield County","Weantinogue Preserve",41.4975,-73.41388,"20000",70,"UConn","CONN","CONN00017273","specimen","Margaret Ardwin","1989-06-14","1989-06-14","Data from GBIF data index - original values.",2013-05-12,"70","70",NA,NA,"US","Weantinogue Preserve, Connecticut, Fairfield County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Connecticut","Litchfield County","Litchfield",41.78055,-73.12194,NA,331,"UConn","CONN","CONN00043459","specimen","J. Nedderman","1973-11-03","1973-11-03","Data from GBIF data index - original values.",2013-05-12,"331","331",NA,NA,"US","Litchfield, Connecticut, Litchfield County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Connecticut","Fairfield County","Fairfield",41.17583,-73.2725,NA,17,"UConn","CONN","CONN00017287","specimen","Edwin H. Eames","1901-05-26","1901-05-26","Data from GBIF data index - original values.",2013-05-12,"17","17",NA,NA,"US","Fairfield, Connecticut, Fairfield County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Connecticut","Tolland County","Mansfield",41.78833,-72.22944,"20000",195,"UConn","CONN","CONN00043460","specimen","R. Pease","1973-10-07","1973-10-07","Data from GBIF data index - original values.",2013-05-12,"195","195",NA,NA,"US","Mansfield, Connecticut, Tolland County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Connecticut","Hartford County","Burlington",41.75861,-72.96,"5000",NA,"UConn","CONN","CONN00099038","specimen","Tolisano, Jonathan James","2001-08-02","2001-08-02","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Burlington, Connecticut, Hartford County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Connecticut","Tolland County","Fenton River",41.81027,-72.22027,"20000",NA,"UConn","CONN","CONN00043474","specimen","J. Mayer","1973-10-12","1973-10-12","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Fenton River, Connecticut, Tolland County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Connecticut","Litchfield County","Canaan",41.96166,-73.30888,"20000",NA,"UConn","CONN","CONN00043469","specimen","R.A. Pfeffer & P.H. Anderson","1976-06-28","1976-06-28","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Canaan, Connecticut, Litchfield County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Connecticut","Litchfield County","American Legion State Forest",41.93611,-73.01083,"20000",NA,"UConn","CONN","CONN00017289","specimen","Leslie J. Mehrhoff","1980-04-25","1980-04-25","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","American Legion State Forest, Connecticut, Litchfield County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Connecticut","Middlesex County","East Hampton",41.56805,-72.50611,"20000",NA,"UConn","CONN","CONN00017275","specimen","A.W. Driggs","1914-08-05","1914-08-05","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","East Hampton, Connecticut, Middlesex County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Connecticut","Tolland County","Mansfield",41.78833,-72.22944,"5000",NA,"UConn","CONN","CONN00043471","specimen","K.R. Carloni & R.A. Pfeffer","1976-07-19","1976-07-19","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Mansfield, Connecticut, Tolland County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Pennsylvania","Clinton County","Renovo",41.32861,-77.74861,NA,NA,"UConn","CONN","CONN00017265","specimen","Mildred T. Travis","1940-08-14","1940-08-14","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Renovo, Pennsylvania, Clinton County, United States"
"Alnus incana (L.) Moench ssp. rugosa (Du Roi) Clausen",NA,"United States","Connecticut","Litchfield County","Sharon",41.87916,-73.47666,"20000",216,"UConn","CONN","CONN00043476","specimen","R.A. Pfeffer, K.R. Carloni & F.C. Turner","1976-08-11","1976-08-11","Data from GBIF data index - original values.",2013-05-12,"216","216",NA,NA,"US","Sharon, Connecticut, Litchfield County, United States"
